DATE,TEMP,PRICE,SALES,COUPON,HOLIDAY
12/2/2012,59,5.99,220,0,0
7/10/2015,64.45,5.99,168,0,0
7/13/13,65.9,5.99,124,0,0
3/21/12,55.9,5.99,152,0,0
11/24/10,41.55,5.79,52,0,0
11/16/16,55.45,5.99,168,0,0
12/3/2012,55.2,5.99,184,0,0
6/25/11,58.45,5.99,120,0,0
10/27/14,56.45,5.99,198,0,0
2/13/14,51.8,5.99,159,0,0
3/10/2016,63,5.99,246,0,0
11/25/10,,,,,1
7/11/2015,64.45,5.99,194,0,0
7/14/13,61,5.99,179,0,0
3/22/12,54,5.99,128,0,0
6/26/11,61.1,5.99,136,0,0
12/4/2012,59,5.99,167,0,0
11/26/10,46,5.79,93,0,0
7/12/2015,66.45,5.99,202,0,0
11/17/16,51.55,5.99,196,0,0
2/14/14,56.45,5.99,140,0,0
6/27/11,63.05,5.99,129,0,0
7/15/13,59,5.99,159,0,0
12/5/2012,60.8,5.99,138,0,0
10/28/14,59,5.99,147,0,0
3/23/12,52.55,5.99,137,0,0
3/11/2016,55.9,5.99,204,0,0
11/27/10,48,5.79,124,0,0
7/13/15,66,5.99,208,0,0
6/28/11,62.6,5.99,119,0,0
3/24/12,46.9,5.99,173,0,0
7/16/13,60.9,5.99,154,0,0
12/6/2012,57,5.99,166,0,0
11/28/10,43.55,5.79,161,0,0
11/18/16,57.9,5.99,194,0,0
7/14/15,62.8,5.99,187,0,0
10/29/14,62.1,5.99,139,0,0
2/15/14,57.2,5.99,170,0,1
6/29/11,61,5.99,113,0,0
3/25/12,45,5.99,202,0,0
3/12/2016,55.9,5.99,270,0,0
12/7/2012,51.1,5.99,151,0,0
7/17/13,61,5.99,162,0,0
11/29/10,42.55,5.79,115,0,0
7/15/15,64.9,5.99,184,0,0
6/30/11,63.95,5.99,137,0,0
3/26/12,52,5.99,157,0,0
11/19/16,57.9,5.99,235,0,0
11/30/10,45,5.79,91,0,0
7/18/13,61,5.99,175,0,0
2/16/14,54,5.99,216,0,0
10/30/14,62.1,5.99,151,0,0
7/16/15,64,5.99,174,0,0
12/8/2012,48.55,5.99,228,0,0
3/13/16,57,5.99,287,0,0
7/1/2011,72,5.99,124,0,0
3/27/12,54,5.99,161,0,0
12/1/2010,46.45,5.79,95,0,0
7/19/13,61.45,5.99,140,0,0
7/17/15,64.9,5.99,157,0,0
11/20/16,57,5.99,240,0,0
12/9/2012,58.45,5.99,255,0,0
3/28/12,55.9,5.99,152,0,0
12/2/2010,53.1,5.79,98,0,0
7/2/2011,69.8,5.99,94,0,0
10/31/14,56.55,5.99,123,0,0
2/17/14,50.45,5.99,200,0,1
7/20/13,61.55,5.99,171,0,0
3/14/16,55.9,5.99,257,0,0
7/18/15,66.9,5.99,167,0,0
3/29/12,57,5.99,161,0,0
12/10/2012,54,5.99,200,0,0
12/3/2010,52,5.79,94,0,0
7/3/2011,71.5,5.99,139,0,0
11/21/16,53.6,5.99,274,0,0
7/21/13,64,5.99,183,0,0
7/4/2011,,,,,1
11/1/2014,53.1,5.99,243,0,0
2/18/14,53.1,5.99,191,0,0
7/19/15,72.5,5.99,219,0,0
12/11/2012,53.1,5.99,148,0,0
3/30/12,59.55,5.99,144,0,0
12/4/2010,55.9,5.79,143,0,0
7/22/13,67.45,5.99,187,0,0
7/5/2011,72.95,5.99,156,0,0
3/15/16,53.55,5.99,224,0,0
11/22/16,52.55,5.99,246,0,0
7/20/15,72,5.99,217,0,0
12/5/2010,55,5.79,162,0,0
3/31/12,56.45,5.99,204,0,1
12/12/2012,50,5.99,149,0,0
7/23/13,67.45,5.99,126,0,0
7/6/2011,69.55,5.99,106,0,0
2/19/14,53.1,5.99,154,0,0
11/2/2014,53.55,5.99,246,0,0
7/21/15,64,5.99,185,0,0
11/23/16,53.1,5.99,270,0,0
4/1/2012,51.7,5.99,234,0,0
3/16/16,59,5.99,191,0,0
12/6/2010,54.5,5.79,159,0,0
12/13/12,44.6,5.99,134,0,0
7/24/13,69,5.99,147,0,0
7/7/2011,66.9,5.99,113,0,0
7/22/15,63,5.99,163,0,0
4/2/2012,54,5.99,161,0,0
11/24/16,,,,,1
12/7/2010,53.1,5.79,143,0,0
11/3/2014,54.95,5.99,207,0,0
2/20/14,54.05,5.99,154,0,0
7/8/2011,64.9,5.99,126,0,0
12/14/12,47,5.99,142,0,0
7/25/13,64.45,5.99,130,0,0
7/23/15,61.55,5.99,163,0,0
3/17/16,60.9,5.99,180,0,0
12/8/2010,55.65,5.79,104,0,0
4/3/2012,55.2,5.99,140,0,0
7/9/2011,59,5.99,108,0,0
12/15/12,46,5.99,188,0,0
7/26/13,62.35,5.99,157,0,0
7/24/15,64.9,5.99,160,0,0
4/4/2012,48.9,5.99,170,0,0
7/10/2011,62.1,5.99,164,0,0
2/21/14,53.55,5.99,162,0,0
11/25/16,52,5.996451613,155,0,0
11/4/2014,57.9,5.99,192,0,0
12/9/2010,59,5.79,105,0,0
12/16/12,55.9,5.99,217,0,0
7/27/13,60.1,5.99,154,0,0
7/25/15,62.6,5.99,172,0,0
3/18/16,55.9,5.99,198,0,0
4/5/2012,48,5.99,138,0,0
12/10/2010,61,5.79,93,0,0
7/11/2011,60.1,5.99,138,0,0
12/17/12,55,5.99,167,0,0
7/28/13,60,5.99,184,0,0
2/22/14,51.1,5.99,185,0,0
7/26/15,66.45,5.99,220,0,0
11/5/2014,60,5.99,192,0,0
12/11/2010,59,5.79,122,0,0
4/6/2012,51.1,5.99,163,0,0
11/26/16,52,5.99,205,0,0
12/18/12,46,5.99,195,0,0
7/12/2011,62.35,5.99,104,0,0
7/29/13,62.55,5.99,145,0,0
3/19/16,55.9,5.99,187,0,0
7/27/15,70.55,5.99,240,0,0
4/7/2012,55,5.99,172,0,0
12/12/2010,55.9,5.79,182,0,0
7/13/11,62.1,5.99,119,0,0
12/19/12,43,5.99,158,0,0
7/30/13,62.1,5.99,158,0,0
11/6/2014,60.55,5.99,165,0,0
2/23/14,50,5.99,243,0,0
7/28/15,75.9,5.99,148,0,0
4/9/2012,54,5.99,181,0,0
11/27/16,51.1,5.99,280,0,0
12/13/10,55.4,5.79,100,0,0
7/14/11,57.9,5.99,161,0,0
12/20/12,48.9,5.99,176,0,0
3/20/16,61.1,5.99,308,0,0
7/31/13,61,5.99,162,0,0
7/29/15,71.5,5.99,136,0,0
4/10/2012,54,5.99,178,0,0
12/14/10,54,5.79,118,0,0
12/21/12,54,5.99,169,0,0
7/15/11,60.45,5.99,120,0,0
11/7/2014,55.4,5.99,148,0,0
8/1/2013,61.55,5.99,146,0,0
2/24/14,57.45,5.99,190,0,0
11/28/16,51.1,5.99,206,0,0
7/30/15,68.55,5.99,150,0,0
4/11/2012,54,5.99,141,0,0
12/15/10,50,5.79,110,0,0
3/21/16,55.9,5.99,262,0,0
7/16/11,64,5.99,82,0,0
12/22/12,52,5.99,211,0,0
8/2/2013,61.1,5.99,176,0,0
11/8/2014,59,5.99,220,0,0
2/25/14,52.55,5.99,168,0,0
7/31/15,64.9,5.99,145,0,0
4/12/2012,54,5.99,168,0,0
12/16/10,51.1,5.79,99,0,0
11/29/16,50.55,5.99,238,0,0
8/3/2013,60.1,5.99,165,0,0
7/17/11,62.6,5.99,169,0,0
12/23/12,52,5.99,223,0,0
3/22/16,53.1,5.99,181,0,0
8/1/2015,65.45,5.99,144,0,0
2/26/14,55.65,5.99,130,0,0
7/18/11,64.4,5.99,162,0,0
4/13/12,50,5.99,159,0,0
12/17/10,50,5.79,110,0,0
11/9/2014,57.9,5.99,235,0,0
8/4/2013,59,5.99,219,0,0
12/24/12,44.6,5.99,217,0,0
11/30/16,52,5.99,186,0,0
12/25/12,,,,,1
8/2/2015,66.45,5.99,224,0,0
3/23/16,54.5,5.99,183,0,0
7/19/11,64.4,5.99,115,0,0
12/18/10,59,5.79,145,0,0
8/5/2013,60.8,5.99,198,0,0
4/14/12,52.55,5.99,186,0,0
2/27/14,59.55,5.99,169,0,0
8/3/2015,65.45,5.99,237,0,0
12/19/10,57,5.79,169,0,0
12/26/12,48.1,5.99,156,0,0
11/10/2014,52,5.99,254,0,0
8/6/2013,61,5.99,156,0,0
12/1/2016,49.45,5.99,217,0,0
4/15/12,54,5.99,211,0,0
7/20/11,70.55,5.99,119,0,0
3/24/16,56.45,5.99,196,0,0
8/4/2015,67,5.99,194,0,0
12/20/10,50,5.79,126,0,0
12/27/12,44.1,5.99,163,0,0
8/7/2013,62.55,5.99,165,0,0
7/21/11,66,5.99,100,0,0
4/16/12,57,5.99,148,0,0
2/28/14,54.5,5.99,158,0,0
8/5/2015,66.45,5.99,187,0,0
12/2/2016,54,5.99,151,0,0
12/21/10,53.55,5.79,126,0,0
12/28/12,46.9,5.99,153,0,0
4/17/12,54,5.99,150,0,0
8/8/2013,62.1,5.99,178,0,0
11/11/2014,57.45,5.99,202,0,1
7/22/11,63,5.99,123,0,0
3/25/16,55.9,5.99,189,0,0
8/6/2015,66.1,5.99,216,0,0
12/22/10,54,5.79,126,0,0
3/1/2014,56.45,5.99,245,0,0
12/29/12,45,5.99,185,0,0
8/9/2013,61,5.99,158,0,0
7/23/11,62.1,5.99,124,0,0
4/18/12,57.45,5.99,127,0,0
12/3/2016,53.1,5.99,278,0,0
12/23/10,50,5.79,162,0,0
8/7/2015,66.9,5.99,163,0,0
11/12/2014,60.1,5.99,157,0,0
12/30/12,43,5.99,189,0,0
8/10/2013,61,5.99,157,0,0
4/19/12,60.1,5.99,140,0,0
3/26/16,58.45,5.99,203,0,0
7/24/11,61.55,5.99,106,0,0
12/24/10,52,5.79,125,0,1
3/2/2014,55.9,5.99,249,0,0
12/4/2016,54.5,5.99,251,0,0
12/25/10,,,,,1
8/8/2015,64.4,5.99,165,0,0
8/11/2013,62.8,5.99,207,0,0
7/25/11,62.1,5.99,116,0,0
12/31/12,43.55,5.99,179,0,0
4/20/12,68.45,5.99,138,0,0
11/13/14,58.45,5.99,158,0,0
12/26/10,53.55,5.79,103,0,0
3/28/16,51.55,5.99,267,0,0
1/1/2013,,,,,1
3/3/2014,54,5.99,196,0,0
8/9/2015,66.9,5.99,234,0,0
7/26/11,63,5.99,131,0,0
4/21/12,72.7,5.99,134,0,0
12/27/10,50.55,5.79,147,0,0
8/12/2013,62.8,5.99,175,0,0
12/5/2016,53.1,5.99,240,0,0
1/2/2013,42.55,5.99,228,0,0
8/10/2015,65.45,5.99,224,0,0
11/14/14,55,5.99,141,0,0
12/28/10,51.1,5.79,142,0,0
4/22/12,66.9,5.99,188,0,0
7/27/11,64,5.99,83,0,0
8/13/13,64.9,5.99,133,0,0
3/4/2014,57.9,5.99,163,0,0
3/29/16,53.55,5.99,223,0,0
1/3/2013,45,5.99,215,0,0
8/11/2015,64.4,5.99,211,0,0
12/6/2016,49.45,5.99,192,0,0
12/29/10,51.8,5.79,117,0,0
4/23/12,59,5.99,158,0,0
7/28/11,64,5.99,109,0,0
8/14/13,66.45,5.99,158,0,0
1/4/2013,46,5.99,182,0,0
8/12/2015,68,5.99,201,0,0
11/15/14,53.1,5.99,209,0,0
12/30/10,46,5.79,146,0,0
4/24/12,63,5.99,132,0,0
3/5/2014,61.55,5.99,173,0,0
7/29/11,63.5,5.99,100,0,0
8/15/13,69.1,5.99,181,0,0
3/30/16,55,5.99,240,0,0
1/5/2013,50,5.99,230,0,0
12/7/2016,50.55,5.99,192,0,0
8/13/15,66.9,5.99,166,0,0
12/31/10,48.2,5.79,125,0,1
4/25/12,62.1,5.99,140,0,0
7/30/11,63,5.99,92,0,0
8/16/13,66.1,5.99,177,0,0
1/6/2013,48,5.99,259,0,0
1/1/2011,,,,,1
8/14/15,65.45,5.99,168,0,0
11/16/14,55.2,5.99,282,0,0
4/26/12,57.9,5.99,144,0,0
3/6/2014,59,5.99,227,0,0
3/31/16,55.45,5.99,212,0,1
7/31/11,62.6,5.99,153,0,0
8/17/13,64.9,5.99,185,0,0
1/7/2013,39.9,5.99,223,0,0
12/8/2016,57.9,5.99,189,0,0
1/2/2011,51.1,5.79,163,0,0
8/15/15,75.45,5.99,201,0,0
1/8/2013,46.65,5.99,188,0,0
1/3/2011,46.9,5.79,149,0,0
8/1/2011,64,5.99,131,0,0
8/18/13,74.45,5.99,246,0,0
3/7/2014,53.6,5.99,180,0,0
11/17/14,52.45,5.99,203,0,0
12/9/2016,61.1,5.99,243,0,0
8/16/15,77,5.99,231,0,0
4/1/2016,55.45,5.99,234,0,0
1/9/2013,48.2,5.99,188,0,0
1/4/2011,46,5.79,118,0,0
8/2/2011,63,5.99,125,0,0
8/19/13,71.1,5.99,198,0,0
1/5/2011,45.05,5.79,123,0,0
8/17/15,73,5.99,234,0,0
8/3/2011,62.1,5.99,110,0,0
1/10/2013,45.2,5.99,180,0,0
4/27/12,55.45,5.99,117,0,0
8/20/13,66,5.99,160,0,0
3/8/2014,62.55,5.99,226,0,0
11/18/14,57,5.99,152,0,0
12/10/2016,61,5.99,281,0,0
4/2/2016,54,5.99,273,0,0
8/18/15,64.9,5.99,203,0,0
1/6/2011,44.1,5.79,145,0,0
8/4/2011,62.35,5.99,109,0,0
1/11/2013,46.2,5.99,167,0,0
4/28/12,59.55,5.99,135,0,0
8/21/13,62.1,5.99,152,0,0
3/9/2014,64,5.99,248,0,0
8/19/15,64.4,5.99,188,0,0
1/7/2011,41,5.79,153,0,0
8/22/13,62.1,5.99,141,0,0
11/19/14,57,5.99,157,0,0
12/11/2016,52,5.99,326,0,0
1/12/2013,40.45,5.99,219,0,0
8/5/2011,63.5,5.99,120,0,0
4/29/12,63.05,5.99,168,0,0
4/3/2016,56.45,5.99,384,0,0
8/20/15,66,5.99,174,0,0
1/8/2011,45,5.79,184,0,0
8/23/13,62.6,5.99,145,0,0
4/30/12,61,5.99,153,0,0
8/6/2011,60.8,5.99,117,0,0
1/13/13,39,5.99,232,0,0
3/10/2014,59,5.99,220,0,0
11/20/14,55,5.99,158,0,0
8/21/15,63,5.99,156,0,0
8/24/13,64.9,5.99,141,0,0
1/9/2011,44.1,5.79,183,0,0
8/7/2011,62.1,5.99,166,0,0
4/4/2016,57.9,5.99,274,0,0
5/1/2012,55.2,5.99,141,0,0
1/14/13,42.1,5.99,226,0,0
12/12/2016,51.1,5.99,285,0,0
3/11/2014,61,5.99,185,0,0
1/10/2011,44.1,5.99,138,0,0
8/22/15,62.1,5.99,210,0,0
8/23/15,63.5,5.99,238,0,0
8/24/15,66,5.99,238,0,0
8/8/2011,61,5.99,141,0,0
8/25/15,63.5,5.99,153,0,0
8/9/2011,63,5.99,96,0,0
8/26/15,69.1,5.99,180,0,0
5/2/2012,54,5.99,141,0,0
8/25/13,66,5.99,216,0,0
8/10/2011,62.1,5.99,127,0,0
8/27/15,73.9,5.99,142,0,0
5/3/2012,59,5.99,154,0,0
3/12/2014,63.95,5.99,157,0,0
8/11/2011,60.1,5.99,188,0,0
8/26/13,64.2,5.99,183,0,0
8/28/15,73.5,5.99,117,0,0
12/13/16,55.9,5.99,216,0,0
5/4/2012,57,5.99,137,0,0
8/12/2011,61,5.99,182,0,0
8/27/13,64.9,5.99,150,0,0
8/29/15,67.45,5.99,188,0,0
5/5/2012,61,5.99,161,0,0
3/13/14,58,5.99,141,0,0
8/13/11,64.65,5.99,169,0,0
8/28/13,64.9,5.99,150,0,0
8/30/15,66.55,5.99,245,0,0
12/14/16,60.1,5.99,203,0,0
5/6/2012,67,5.99,191,0,0
8/14/11,64,5.99,209,0,0
8/29/13,66.9,5.99,122,0,0
8/31/15,65.45,5.99,185,0,0
5/7/2012,64.9,5.99,162,0,0
3/14/14,57.45,5.99,147,0,0
8/15/11,65.2,5.99,127,0,0
12/15/16,59,5.99,191,0,0
9/1/2015,64,5.99,127,0,0
8/30/13,66.2,5.99,156,0,0
5/8/2012,66,5.99,143,0,0
8/16/11,63.95,5.99,120,0,0
9/2/2015,64.9,5.99,152,0,0
3/15/14,60.55,5.99,159,0,0
5/9/2012,62.1,5.99,116,0,0
8/31/13,66.9,5.99,156,0,0
12/16/16,51.1,5.99,240,0,0
8/17/11,62.6,5.99,108,0,0
9/3/2015,63,5.99,206,0,0
9/1/2013,67.45,5.99,204,0,0
5/10/2012,65.3,5.99,194,0,0
8/18/11,62.1,5.99,136,0,0
9/2/2013,,,,,1
9/4/2015,62.1,5.99,167,0,0
12/17/16,41.55,5.99,246,0,0
3/16/14,56.45,5.99,246,0,0
5/11/2012,67.45,5.99,146,0,0
9/3/2013,66,5.99,207,0,0
8/19/11,59,5.99,141,0,0
9/5/2015,65.45,5.99,169,0,0
5/12/2012,61.55,5.99,165,0,0
9/4/2013,66,5.99,131,0,0
3/17/14,55,5.99,202,0,0
12/18/16,39.9,5.99,239,0,0
8/20/11,62.6,5.99,156,0,0
9/6/2015,69.1,5.99,215,0,0
5/13/12,57.9,5.99,203,0,0
9/5/2013,64.9,5.99,146,0,0
9/7/2015,,,,,1
8/21/11,61,5.99,189,0,0
12/19/16,43,5.99,270,0,0
5/14/12,60.1,5.99,184,0,0
3/18/14,57.45,5.99,184,0,0
9/6/2013,73.45,5.99,158,0,0
9/8/2015,77.55,5.99,278,0,0
8/22/11,64,5.99,146,0,0
5/15/12,57.9,5.99,139,0,0
9/7/2013,72.95,5.99,168,0,0
9/9/2015,75.9,5.99,212,0,0
3/19/14,60.55,5.99,139,0,0
12/20/16,47.45,5.99,253,0,0
8/23/11,73.4,5.99,137,0,0
9/8/2013,69.1,5.99,181,0,0
5/16/12,56.45,5.99,151,0,0
9/10/2015,75,5.99,165,0,0
8/24/11,70.55,5.99,107,0,0
9/9/2013,68.55,5.99,230,0,0
5/17/12,57,5.99,126,0,0
3/20/14,55.9,5.99,172,0,0
12/21/16,51.55,5.99,217,0,0
9/11/2015,71.1,5.99,159,0,0
8/25/11,64.9,5.99,118,0,0
5/18/12,57.45,5.99,130,0,0
9/10/2013,64.45,5.99,173,0,0
9/12/2015,66,5.99,206,0,0
8/26/11,62.6,5.99,102,0,0
12/22/16,50,5.99,285,0,0
3/21/14,54,5.99,137,0,0
9/11/2013,65.45,5.99,131,0,0
5/19/12,60.55,5.99,111,0,0
9/13/15,66.45,5.99,228,0,0
8/27/11,62.6,5.99,115,0,0
5/20/12,62.1,5.99,220,0,0
9/12/2013,64.2,5.99,152,0,0
9/14/15,66,5.99,218,0,0
12/23/16,51.1,5.99,242,0,0
3/22/14,54.95,5.99,182,0,0
8/28/11,63,5.99,163,0,0
1/15/13,42.1,5.99,174,0,0
5/21/12,62.1,5.99,160,0,0
9/13/13,62.35,5.99,149,0,0
9/15/15,63,5.99,173,0,0
8/29/11,62.6,5.99,116,0,0
5/22/12,60.8,5.99,143,0,0
9/16/15,64,5.99,132,0,0
3/23/14,53.6,5.99,248,0,0
12/24/16,45,5.99,187,0,0
9/14/13,61,5.99,171,0,0
1/16/13,43.55,5.99,140,0,0
8/30/11,60.1,5.99,106,0,0
5/23/12,57.55,5.99,132,0,0
9/17/15,63,5.99,173,0,0
9/15/13,63.5,5.99,190,0,0
12/25/16,,,,,1
1/17/13,45,5.99,166,0,0
8/31/11,60.8,5.99,100,0,0
5/24/12,57.45,5.99,139,0,0
3/24/14,59,5.99,205,0,0
9/18/15,64.45,5.99,154,0,0
9/16/13,64.65,5.99,176,0,0
9/1/2011,64,5.99,96,0,0
5/25/12,55.9,5.99,142,0,0
1/18/13,46.45,5.99,149,0,0
9/19/15,71.55,5.99,172,0,0
12/26/16,42.55,5.99,267,0,1
9/17/13,63,5.99,152,0,0
3/25/14,55,5.99,206,0,0
5/26/12,55.9,5.99,145,0,0
9/2/2011,65.55,5.99,123,0,0
9/20/15,75,5.99,246,0,0
1/19/13,46.9,5.99,197,0,0
9/18/13,64,5.99,155,0,0
5/27/12,55,5.99,175,0,0
9/3/2011,62.55,5.99,140,0,0
12/27/16,44.55,5.99,237,0,0
1/11/2011,48,5.99,123,0,0
9/21/15,73.9,5.99,198,0,0
3/26/14,55,5.99,173,0,0
5/28/12,,,,,1
9/19/13,65,5.99,75,0,0
1/20/13,48.1,5.99,217,0,0
9/4/2011,61,5.99,123,0,0
9/22/15,64,5.99,128,0,0
1/12/2011,52,5.99,108,0,0
5/29/12,55.45,5.99,177,0,0
9/5/2011,,,,,1
9/20/13,66.9,5.99,151,0,0
12/28/16,46,5.99,247,0,0
1/21/13,47.45,5.99,218,0,1
3/27/14,57.45,5.99,138,0,0
9/23/15,66.45,5.99,209,0,0
1/13/11,57,5.99,107,0,0
5/30/12,59,5.99,146,0,0
9/6/2011,64.9,5.99,165,0,0
9/21/13,63,5.99,161,0,0
1/22/13,51.55,5.99,155,0,0
9/24/15,71.35,5.99,149,0,0
1/14/11,55.4,5.99,104,0,0
5/31/12,66.45,5.99,122,0,0
9/7/2011,68.45,5.99,158,0,0
12/29/16,48.45,5.99,235,0,0
3/28/14,59.55,5.99,165,0,0
9/22/13,57.9,5.99,221,0,0
9/25/15,66.9,5.99,129,0,0
1/23/13,51.55,5.99,148,0,0
1/15/11,53.55,5.99,135,0,0
6/1/2012,63.95,5.99,130,0,0
9/8/2011,61,5.99,120,0,0
9/23/13,66.45,5.99,175,0,0
9/26/15,66.45,5.99,195,0,0
12/30/16,50,5.99,268,0,0
1/16/11,50,5.99,163,0,0
1/24/13,53.1,5.99,140,0,0
6/2/2012,62.8,5.99,165,0,0
3/29/14,55.65,5.99,199,0,0
9/24/13,63,5.99,184,0,0
9/9/2011,69.8,5.99,130,0,0
9/27/15,66,5.99,206,0,0
1/17/11,51.1,5.99,168,0,1
6/3/2012,61.55,5.99,208,0,0
9/25/13,59,5.99,138,0,0
9/10/2011,67.45,5.99,145,0,0
1/25/13,55,5.99,151,0,0
12/31/16,48.9,5.99,266,0,0
9/28/15,62.1,5.99,202,0,0
3/30/14,52.8,5.99,241,0,0
1/18/11,48.2,5.99,105,0,0
6/4/2012,60.1,5.99,147,0,0
9/11/2011,64.65,5.99,188,0,0
1/1/2017,,,,,1
9/26/13,61,5.99,132,0,0
9/29/15,61,5.99,155,0,0
1/26/13,51.8,5.99,162,0,0
1/19/11,53.1,5.99,113,0,0
6/5/2012,57,5.99,156,0,0
3/31/14,48,5.99,191,0,1
9/12/2011,64.4,5.99,137,0,0
9/27/13,64,5.99,165,0,0
9/30/15,63,5.99,141,0,0
1/27/13,46.9,5.99,249,0,0
1/2/2017,48,5.99,332,0,1
1/20/11,54,5.99,89,0,0
6/6/2012,57.9,5.99,181,0,0
10/1/2015,63,5.99,183,0,0
9/13/11,64.9,5.99,101,0,0
9/28/13,62.55,5.99,146,0,0
1/28/13,46.9,5.99,175,0,0
1/21/11,52.55,5.99,97,0,0
6/7/2012,61.55,5.99,108,0,0
4/1/2014,46,5.99,171,0,0
1/3/2017,54,5.99,259,0,0
10/2/2015,62,5.99,163,0,0
9/14/11,61,5.99,85,0,0
9/29/13,66,5.99,238,0,0
1/29/13,47.55,5.99,126,0,0
1/22/11,57.45,5.99,118,0,0
6/8/2012,60.1,5.99,143,0,0
10/3/2015,57.9,5.99,237,0,0
9/30/13,63.5,5.99,172,0,0
9/15/11,60.1,5.99,129,0,0
4/2/2014,52,5.99,193,0,0
1/4/2017,54,5.99,261,0,0
1/30/13,51,5.99,119,0,0
6/9/2012,64.45,5.99,140,0,0
1/23/11,53.55,5.99,172,0,0
10/4/2015,63,5.99,234,0,0
10/1/2013,61.55,5.99,157,0,0
9/16/11,62.55,5.99,123,0,0
6/10/2012,74.45,5.99,189,0,0
1/31/13,50,5.99,143,0,0
1/24/11,53.1,5.99,140,0,0
10/5/2015,64.9,5.99,248,0,0
1/5/2017,46.9,5.99,297,0,0
11/21/14,55,5.99,216,0,0
